sample	metabolite	isotopologue	area	area_corrected_IS	isotopologue_fraction	mean_enrichment
050417_T18-EFF_M0_01_91	Alanine	0	4098117.0	4098117.0	1.0	0.0
050417_T18-EFF_M0_01_91	Alanine	1	81595.0	81595.0	0.0	0.0
050417_T18-EFF_M0_01_91	Alanine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Alanine	3	47518.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Arginine	0	3877545.0	3877545.0	1.0	0.0
050417_T18-EFF_M0_01_91	Arginine	1	213001.0	213001.0	0.0	0.0
050417_T18-EFF_M0_01_91	Arginine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Arginine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Arginine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Arginine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Arginine	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Asparagine	0	49263.0	49263.0	1.0	0.0
050417_T18-EFF_M0_01_91	Asparagine	1	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Asparagine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Asparagine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Asparagine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Aspartate	0	4063821.0	4063821.0	0.9958052600831211	0.003146054937659123
050417_T18-EFF_M0_01_91	Aspartate	1	131812.0	131812.0	0.0	0.003146054937659123
050417_T18-EFF_M0_01_91	Aspartate	2	0.0	0.0	0.0	0.003146054937659123
050417_T18-EFF_M0_01_91	Aspartate	3	17374.0	17374.0	0.004194739916878831	0.003146054937659123
050417_T18-EFF_M0_01_91	Aspartate	4	9066.0	0.0	0.0	0.003146054937659123
050417_T18-EFF_M0_01_91	GSH	0	3558562.0	3558562.0	1.0	0.0
050417_T18-EFF_M0_01_91	GSH	1	342888.0	342888.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSH	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSH	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSH	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSH	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSH	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSH	7	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSH	8	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSH	9	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSH	10	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	0	8269643.0	8269643.0	1.0	0.0
050417_T18-EFF_M0_01_91	GSSG	1	1733833.0	1733833.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	2	58971.0	58971.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	7	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	8	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	9	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	10	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	11	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	12	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	13	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	14	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	15	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	16	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	17	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	18	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	19	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	GSSG	20	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Glutamate	0	18392704.0	18392704.0	0.9989166793170706	0.0004333282731717789
050417_T18-EFF_M0_01_91	Glutamate	1	938204.0	938204.0	0.0	0.0004333282731717789
050417_T18-EFF_M0_01_91	Glutamate	2	44777.0	44777.0	0.0010833206829294472	0.0004333282731717789
050417_T18-EFF_M0_01_91	Glutamate	3	0.0	0.0	0.0	0.0004333282731717789
050417_T18-EFF_M0_01_91	Glutamate	4	0.0	0.0	0.0	0.0004333282731717789
050417_T18-EFF_M0_01_91	Glutamate	5	16724.0	0.0	0.0	0.0004333282731717789
050417_T18-EFF_M0_01_91	Glutamine	0	638830.0	638830.0	1.0	0.0
050417_T18-EFF_M0_01_91	Glutamine	1	30300.0	30300.0	0.0	0.0
050417_T18-EFF_M0_01_91	Glutamine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Glutamine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Glutamine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Glutamine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Glycine	0	5501721.0	5501721.0	1.0	0.0
050417_T18-EFF_M0_01_91	Glycine	1	76171.0	76171.0	0.0	0.0
050417_T18-EFF_M0_01_91	Glycine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Histidine	0	2288065.0	2288065.0	1.0	0.0
050417_T18-EFF_M0_01_91	Histidine	1	119755.0	119755.0	0.0	0.0
050417_T18-EFF_M0_01_91	Histidine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Histidine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Histidine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Histidine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Histidine	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Isoleucine	0	9344142.0	9344142.0	1.0	0.0
050417_T18-EFF_M0_01_91	Isoleucine	1	589255.0	589255.0	0.0	0.0
050417_T18-EFF_M0_01_91	Isoleucine	2	7726.0	7726.0	0.0	0.0
050417_T18-EFF_M0_01_91	Isoleucine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Isoleucine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Isoleucine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Isoleucine	6	24627.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Leucine	0	10104014.0	10104014.0	1.0	0.0
050417_T18-EFF_M0_01_91	Leucine	1	611244.0	611244.0	0.0	0.0
050417_T18-EFF_M0_01_91	Leucine	2	7118.0	7118.0	0.0	0.0
050417_T18-EFF_M0_01_91	Leucine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Leucine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Leucine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Leucine	6	38315.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Lysine	0	3675097.0	3675097.0	1.0	0.0
050417_T18-EFF_M0_01_91	Lysine	1	198066.0	198066.0	0.0	0.0
050417_T18-EFF_M0_01_91	Lysine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Lysine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Lysine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Lysine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Lysine	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Methionine	0	2385749.0	2385749.0	1.0	0.0
050417_T18-EFF_M0_01_91	Methionine	1	99336.0	99336.0	0.0	0.0
050417_T18-EFF_M0_01_91	Methionine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Methionine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Methionine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Methionine	5	5524.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Phenylalanine	0	6089850.0	6089850.0	1.0	0.0
050417_T18-EFF_M0_01_91	Phenylalanine	1	576024.0	576024.0	0.0	0.0
050417_T18-EFF_M0_01_91	Phenylalanine	2	16928.0	16928.0	0.0	0.0
050417_T18-EFF_M0_01_91	Phenylalanine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Phenylalanine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Phenylalanine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Phenylalanine	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Phenylalanine	7	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Phenylalanine	8	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Phenylalanine	9	18781.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Proline	0	1785921.0	1785921.0	1.0	0.0
050417_T18-EFF_M0_01_91	Proline	1	75730.0	75730.0	0.0	0.0
050417_T18-EFF_M0_01_91	Proline	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Proline	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Proline	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Proline	5	10347.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Serine	0	7083462.0	7083462.0	1.0	0.0
050417_T18-EFF_M0_01_91	Serine	1	161986.0	161986.0	0.0	0.0
050417_T18-EFF_M0_01_91	Serine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Serine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Threonine	0	15850325.0	15850325.0	1.0	0.0
050417_T18-EFF_M0_01_91	Threonine	1	612925.0	612925.0	0.0	0.0
050417_T18-EFF_M0_01_91	Threonine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Threonine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Threonine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tryptophan	0	1903909.0	1903909.0	1.0	0.0
050417_T18-EFF_M0_01_91	Tryptophan	1	197385.0	197385.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tryptophan	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tryptophan	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tryptophan	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tryptophan	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tryptophan	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tryptophan	7	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tryptophan	8	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tryptophan	9	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tryptophan	10	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tryptophan	11	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tyrosine	0	4067116.0	4067116.0	1.0	0.0
050417_T18-EFF_M0_01_91	Tyrosine	1	209275.0	209275.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tyrosine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tyrosine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tyrosine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tyrosine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tyrosine	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tyrosine	7	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tyrosine	8	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Tyrosine	9	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Valine	0	2987839.0	2987839.0	1.0	0.0
050417_T18-EFF_M0_01_91	Valine	1	132151.0	132151.0	0.0	0.0
050417_T18-EFF_M0_01_91	Valine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Valine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Valine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	Valine	5	11735.0	0.0	0.0	0.0
050417_T18-EFF_M0_01_91	pyroglutamate	0	3069886.0		1.0	0.0
050417_T18-EFF_M0_02_92	Alanine	0	3999957.0	3999957.0	1.0	0.0
050417_T18-EFF_M0_02_92	Alanine	1	80834.0	80834.0	0.0	0.0
050417_T18-EFF_M0_02_92	Alanine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Alanine	3	40342.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Arginine	0	4178727.0	4178727.0	1.0	0.0
050417_T18-EFF_M0_02_92	Arginine	1	229147.0	229147.0	0.0	0.0
050417_T18-EFF_M0_02_92	Arginine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Arginine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Arginine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Arginine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Arginine	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Asparagine	0	56411.0	56411.0	1.0	0.0
050417_T18-EFF_M0_02_92	Asparagine	1	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Asparagine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Asparagine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Asparagine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Aspartate	0	3785931.0	3785931.0	0.9966553394785793	0.0025084953910654963
050417_T18-EFF_M0_02_92	Aspartate	1	118956.0	118956.0	0.0	0.0025084953910654963
050417_T18-EFF_M0_02_92	Aspartate	2	0.0	0.0	0.0	0.0025084953910654963
050417_T18-EFF_M0_02_92	Aspartate	3	12934.0	12934.0	0.0033446605214206616	0.0025084953910654963
050417_T18-EFF_M0_02_92	Aspartate	4	9967.0	0.0	0.0	0.0025084953910654963
050417_T18-EFF_M0_02_92	GSH	0	4128053.0	4128053.0	1.0	0.0
050417_T18-EFF_M0_02_92	GSH	1	418995.0	418995.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSH	2	6266.0	6266.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSH	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSH	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSH	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSH	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSH	7	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSH	8	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSH	9	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSH	10	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	0	7417075.0	7417075.0	1.0	0.0
050417_T18-EFF_M0_02_92	GSSG	1	1571052.0	1571052.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	2	33536.0	33536.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	7	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	8	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	9	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	10	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	11	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	12	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	13	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	14	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	15	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	16	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	17	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	18	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	19	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	GSSG	20	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Glutamate	0	17366649.0	17366649.0	0.9993739470370853	0.0002504211851659187
050417_T18-EFF_M0_02_92	Glutamate	1	890969.0	890969.0	0.0	0.0002504211851659187
050417_T18-EFF_M0_02_92	Glutamate	2	34195.0	34195.0	0.0006260529629147967	0.0002504211851659187
050417_T18-EFF_M0_02_92	Glutamate	3	0.0	0.0	0.0	0.0002504211851659187
050417_T18-EFF_M0_02_92	Glutamate	4	0.0	0.0	0.0	0.0002504211851659187
050417_T18-EFF_M0_02_92	Glutamate	5	19201.0	0.0	0.0	0.0002504211851659187
050417_T18-EFF_M0_02_92	Glutamine	0	567121.0	567121.0	1.0	0.0
050417_T18-EFF_M0_02_92	Glutamine	1	21487.0	21487.0	0.0	0.0
050417_T18-EFF_M0_02_92	Glutamine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Glutamine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Glutamine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Glutamine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Glycine	0	5961063.0	5961063.0	1.0	0.0
050417_T18-EFF_M0_02_92	Glycine	1	71891.0	71891.0	0.0	0.0
050417_T18-EFF_M0_02_92	Glycine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Histidine	0	2572769.0	2572769.0	1.0	0.0
050417_T18-EFF_M0_02_92	Histidine	1	133999.0	133999.0	0.0	0.0
050417_T18-EFF_M0_02_92	Histidine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Histidine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Histidine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Histidine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Histidine	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Isoleucine	0	9858551.0	9858551.0	1.0	0.0
050417_T18-EFF_M0_02_92	Isoleucine	1	630269.0	630269.0	0.0	0.0
050417_T18-EFF_M0_02_92	Isoleucine	2	9269.0	9269.0	0.0	0.0
050417_T18-EFF_M0_02_92	Isoleucine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Isoleucine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Isoleucine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Isoleucine	6	22617.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Leucine	0	10746693.0	10746693.0	1.0	0.0
050417_T18-EFF_M0_02_92	Leucine	1	671993.0	671993.0	0.0	0.0
050417_T18-EFF_M0_02_92	Leucine	2	8078.0	8078.0	0.0	0.0
050417_T18-EFF_M0_02_92	Leucine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Leucine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Leucine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Leucine	6	44955.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Lysine	0	4082434.0	4082434.0	1.0	0.0
050417_T18-EFF_M0_02_92	Lysine	1	233918.0	233918.0	0.0	0.0
050417_T18-EFF_M0_02_92	Lysine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Lysine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Lysine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Lysine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Lysine	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Methionine	0	2446442.0	2446442.0	1.0	0.0
050417_T18-EFF_M0_02_92	Methionine	1	109639.0	109639.0	0.0	0.0
050417_T18-EFF_M0_02_92	Methionine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Methionine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Methionine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Methionine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Phenylalanine	0	6270598.0	6270598.0	1.0	0.0
050417_T18-EFF_M0_02_92	Phenylalanine	1	606744.0	606744.0	0.0	0.0
050417_T18-EFF_M0_02_92	Phenylalanine	2	16225.0	16225.0	0.0	0.0
050417_T18-EFF_M0_02_92	Phenylalanine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Phenylalanine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Phenylalanine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Phenylalanine	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Phenylalanine	7	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Phenylalanine	8	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Phenylalanine	9	18064.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Proline	0	1971645.0	1971645.0	1.0	0.0
050417_T18-EFF_M0_02_92	Proline	1	80038.0	80038.0	0.0	0.0
050417_T18-EFF_M0_02_92	Proline	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Proline	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Proline	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Proline	5	12750.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Serine	0	6963412.0	6963412.0	1.0	0.0
050417_T18-EFF_M0_02_92	Serine	1	152767.0	152767.0	0.0	0.0
050417_T18-EFF_M0_02_92	Serine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Serine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Threonine	0	15479483.0	15479483.0	1.0	0.0
050417_T18-EFF_M0_02_92	Threonine	1	596723.0	596723.0	0.0	0.0
050417_T18-EFF_M0_02_92	Threonine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Threonine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Threonine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tryptophan	0	1981995.0	1981995.0	1.0	0.0
050417_T18-EFF_M0_02_92	Tryptophan	1	219563.0	219563.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tryptophan	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tryptophan	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tryptophan	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tryptophan	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tryptophan	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tryptophan	7	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tryptophan	8	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tryptophan	9	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tryptophan	10	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tryptophan	11	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tyrosine	0	4215358.0	4215358.0	1.0	0.0
050417_T18-EFF_M0_02_92	Tyrosine	1	234283.0	234283.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tyrosine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tyrosine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tyrosine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tyrosine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tyrosine	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tyrosine	7	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tyrosine	8	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Tyrosine	9	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Valine	0	3886618.0	3886618.0	1.0	0.0
050417_T18-EFF_M0_02_92	Valine	1	188857.0	188857.0	0.0	0.0
050417_T18-EFF_M0_02_92	Valine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Valine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Valine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	Valine	5	14203.0	0.0	0.0	0.0
050417_T18-EFF_M0_02_92	pyroglutamate	0	2880905.0		1.0	0.0
050417_T18-EFF_M0_03_93	Alanine	0	4206200.0	4206200.0	1.0	0.0
050417_T18-EFF_M0_03_93	Alanine	1	80593.0	80593.0	0.0	0.0
050417_T18-EFF_M0_03_93	Alanine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_03_93	Alanine	3	39161.0	0.0	0.0	0.0
050417_T18-EFF_M0_03_93	Arginine	0	3092721.0	3092721.0	1.0	0.0
050417_T18-EFF_M0_03_93	Arginine	1	172856.0	172856.0	0.0	0.0
050417_T18-EFF_M0_03_93	Arginine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_03_93	Arginine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_03_93	Arginine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_03_93	Arginine	5	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_03_93	Arginine	6	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_03_93	Asparagine	0	94226.0	94226.0	1.0	0.0
050417_T18-EFF_M0_03_93	Asparagine	1	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_03_93	Asparagine	2	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_03_93	Asparagine	3	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_03_93	Asparagine	4	0.0	0.0	0.0	0.0
050417_T18-EFF_M0_03_93	Aspartate	0	3993542.0	3993542.0	0.9981649381404599	0.0013762963946551607
050417_T18-EFF_M0_03_93	Aspartate	1	131206.0	131206.0	0.0	0.0013762963946551607
050417_T18-EFF_M0_03_93	Aspartate	2	0.0	0.0	0.0	0.0013762963946551607
