sample	metabolite	isotopologue	area	area_corrected_IS	isotopologue_fraction	mean_enrichment
050417_T20EFF_M2_02_107	Glutamate	2	664720.0	664720.0	0.06782490636020105	0.03230375605589218
050417_T20EFF_M2_02_107	Glutamate	3	76376.0	76376.0	0.005539016077358804	0.03230375605589218
050417_T20EFF_M2_02_107	Glutamate	4	19559.0	19559.0	0.0018777285410267947	0.03230375605589218
050417_T20EFF_M2_02_107	Glutamate	5	22926.0	0.0	0.0	0.03230375605589218
050417_T20EFF_M2_02_107	Glutamine	0	14645088.0	14645088.0	0.9999730157205109	1.0793711795626082e-05
050417_T20EFF_M2_02_107	Glutamine	1	738763.0	738763.0	0.0	1.0793711795626082e-05
050417_T20EFF_M2_02_107	Glutamine	2	19856.0	19856.0	2.6984279489065203e-05	1.0793711795626082e-05
050417_T20EFF_M2_02_107	Glutamine	3	0.0	0.0	0.0	1.0793711795626082e-05
050417_T20EFF_M2_02_107	Glutamine	4	0.0	0.0	0.0	1.0793711795626082e-05
050417_T20EFF_M2_02_107	Glutamine	5	0.0	0.0	0.0	1.0793711795626082e-05
050417_T20EFF_M2_02_107	Glycine	0	6939291.0	6939291.0	1.0	0.0
050417_T20EFF_M2_02_107	Glycine	1	100364.0	100364.0	0.0	0.0
050417_T20EFF_M2_02_107	Glycine	2	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Histidine	0	15788822.0	15788822.0	1.0	0.0
050417_T20EFF_M2_02_107	Histidine	1	961338.0	961338.0	0.0	0.0
050417_T20EFF_M2_02_107	Histidine	2	15654.0	15654.0	0.0	0.0
050417_T20EFF_M2_02_107	Histidine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Histidine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Histidine	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Histidine	6	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Isoleucine	0	87590621.0	87590621.0	0.9963872796755909	0.0006021200540681887
050417_T20EFF_M2_02_107	Isoleucine	1	6070891.0	6070891.0	0.0036127203244091318	0.0006021200540681887
050417_T20EFF_M2_02_107	Isoleucine	2	134502.0	134502.0	0.0	0.0006021200540681887
050417_T20EFF_M2_02_107	Isoleucine	3	0.0	0.0	0.0	0.0006021200540681887
050417_T20EFF_M2_02_107	Isoleucine	4	0.0	0.0	0.0	0.0006021200540681887
050417_T20EFF_M2_02_107	Isoleucine	5	0.0	0.0	0.0	0.0006021200540681887
050417_T20EFF_M2_02_107	Isoleucine	6	12538.0	0.0	0.0	0.0006021200540681887
050417_T20EFF_M2_02_107	Leucine	0	85395711.0	85395711.0	0.9972197766621947	0.00046337055630087305
050417_T20EFF_M2_02_107	Leucine	1	5847569.0	5847569.0	0.0027802233378052383	0.00046337055630087305
050417_T20EFF_M2_02_107	Leucine	2	120046.0	120046.0	0.0	0.00046337055630087305
050417_T20EFF_M2_02_107	Leucine	3	0.0	0.0	0.0	0.00046337055630087305
050417_T20EFF_M2_02_107	Leucine	4	0.0	0.0	0.0	0.00046337055630087305
050417_T20EFF_M2_02_107	Leucine	5	0.0	0.0	0.0	0.00046337055630087305
050417_T20EFF_M2_02_107	Leucine	6	28065.0	0.0	0.0	0.00046337055630087305
050417_T20EFF_M2_02_107	Lysine	0	36002373.0	36002373.0	1.0	0.0
050417_T20EFF_M2_02_107	Lysine	1	2282791.0	2282791.0	0.0	0.0
050417_T20EFF_M2_02_107	Lysine	2	33373.0	33373.0	0.0	0.0
050417_T20EFF_M2_02_107	Lysine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Lysine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Lysine	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Lysine	6	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Methionine	0	29121112.0	29121112.0	1.0	0.0
050417_T20EFF_M2_02_107	Methionine	1	1525869.0	1525869.0	0.0	0.0
050417_T20EFF_M2_02_107	Methionine	2	21788.0	21788.0	0.0	0.0
050417_T20EFF_M2_02_107	Methionine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Methionine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Methionine	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Phenylalanine	0	57412025.0	57412025.0	0.9986134425854276	0.00015406193495247909
050417_T20EFF_M2_02_107	Phenylalanine	1	5737206.0	5737206.0	0.0013865574145723117	0.00015406193495247909
050417_T20EFF_M2_02_107	Phenylalanine	2	203738.0	203738.0	0.0	0.00015406193495247909
050417_T20EFF_M2_02_107	Phenylalanine	3	0.0	0.0	0.0	0.00015406193495247909
050417_T20EFF_M2_02_107	Phenylalanine	4	0.0	0.0	0.0	0.00015406193495247909
050417_T20EFF_M2_02_107	Phenylalanine	5	0.0	0.0	0.0	0.00015406193495247909
050417_T20EFF_M2_02_107	Phenylalanine	6	0.0	0.0	0.0	0.00015406193495247909
050417_T20EFF_M2_02_107	Phenylalanine	7	0.0	0.0	0.0	0.00015406193495247909
050417_T20EFF_M2_02_107	Phenylalanine	8	0.0	0.0	0.0	0.00015406193495247909
050417_T20EFF_M2_02_107	Phenylalanine	9	11941.0	0.0	0.0	0.00015406193495247909
050417_T20EFF_M2_02_107	Proline	0	1320151.0	1320151.0	0.9933172876875882	0.0026730849249647242
050417_T20EFF_M2_02_107	Proline	1	47001.0	47001.0	0.0	0.0026730849249647242
050417_T20EFF_M2_02_107	Proline	2	11013.0	11013.0	0.00668271231241181	0.0026730849249647242
050417_T20EFF_M2_02_107	Proline	3	0.0	0.0	0.0	0.0026730849249647242
050417_T20EFF_M2_02_107	Proline	4	0.0	0.0	0.0	0.0026730849249647242
050417_T20EFF_M2_02_107	Proline	5	6688.0	0.0	0.0	0.0026730849249647242
050417_T20EFF_M2_02_107	Serine	0	14971195.0	14971195.0	1.0	0.0
050417_T20EFF_M2_02_107	Serine	1	405315.0	405315.0	0.0	0.0
050417_T20EFF_M2_02_107	Serine	2	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Serine	3	21506.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Threonine	0	32473542.0	32473542.0	1.0	0.0
050417_T20EFF_M2_02_107	Threonine	1	1408172.0	1408172.0	0.0	0.0
050417_T20EFF_M2_02_107	Threonine	2	17025.0	17025.0	0.0	0.0
050417_T20EFF_M2_02_107	Threonine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Threonine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tryptophan	0	19924783.0	19924783.0	1.0	0.0
050417_T20EFF_M2_02_107	Tryptophan	1	2402379.0	2402379.0	0.0	0.0
050417_T20EFF_M2_02_107	Tryptophan	2	103726.0	103726.0	0.0	0.0
050417_T20EFF_M2_02_107	Tryptophan	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tryptophan	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tryptophan	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tryptophan	6	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tryptophan	7	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tryptophan	8	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tryptophan	9	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tryptophan	10	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tryptophan	11	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tyrosine	0	36712967.0	36712967.0	1.0	0.0
050417_T20EFF_M2_02_107	Tyrosine	1	3452084.0	3452084.0	0.0	0.0
050417_T20EFF_M2_02_107	Tyrosine	2	108484.0	108484.0	0.0	0.0
050417_T20EFF_M2_02_107	Tyrosine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tyrosine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tyrosine	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tyrosine	6	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tyrosine	7	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tyrosine	8	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Tyrosine	9	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Valine	0	50527143.0	50527143.0	1.0	0.0
050417_T20EFF_M2_02_107	Valine	1	2663538.0	2663538.0	0.0	0.0
050417_T20EFF_M2_02_107	Valine	2	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Valine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Valine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	Valine	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_02_107	pyroglutamate	0	7552856.0		1.0	0.0
050417_T20EFF_M2_03_108	Alanine	0	2152312.0	2152312.0	1.0	0.0
050417_T20EFF_M2_03_108	Alanine	1	39102.0	39102.0	0.0	0.0
050417_T20EFF_M2_03_108	Alanine	2	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Alanine	3	107044.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Arginine	0	4227623.0	4227623.0	1.0	0.0
050417_T20EFF_M2_03_108	Arginine	1	238046.0	238046.0	0.0	0.0
050417_T20EFF_M2_03_108	Arginine	2	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Arginine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Arginine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Arginine	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Arginine	6	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Asparagine	0	65782.0	65782.0	1.0	0.0
050417_T20EFF_M2_03_108	Asparagine	1	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Asparagine	2	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Asparagine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Asparagine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Aspartate	0	2196428.0	2196428.0	0.9416280298779086	0.03830561430969854
050417_T20EFF_M2_03_108	Aspartate	1	74304.0	74304.0	0.0	0.03830561430969854
050417_T20EFF_M2_03_108	Aspartate	2	55915.0	55915.0	0.02189345312747984	0.03830561430969854
050417_T20EFF_M2_03_108	Aspartate	3	86498.0	86498.0	0.03647851699461149	0.03830561430969854
050417_T20EFF_M2_03_108	Aspartate	4	11050.0	0.0	0.0	0.03830561430969854
050417_T20EFF_M2_03_108	GSH	0	2327354.0	2327354.0	1.0	0.0
050417_T20EFF_M2_03_108	GSH	1	227130.0	227130.0	0.0	0.0
050417_T20EFF_M2_03_108	GSH	2	30532.0	30532.0	0.0	0.0
050417_T20EFF_M2_03_108	GSH	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSH	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSH	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSH	6	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSH	7	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSH	8	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSH	9	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSH	10	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	0	5442343.0	5442343.0	1.0	0.0
050417_T20EFF_M2_03_108	GSSG	1	1144109.0	1144109.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	2	227017.0	227017.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	3	43310.0	43310.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	6	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	7	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	8	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	9	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	10	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	11	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	12	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	13	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	14	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	15	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	16	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	17	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	18	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	19	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	GSSG	20	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Glutamate	0	10597054.0	10597054.0	0.9145792516354484	0.035501892736129206
050417_T20EFF_M2_03_108	Glutamate	1	642566.0	642566.0	0.0030908354012991286	0.035501892736129206
050417_T20EFF_M2_03_108	Glutamate	2	883425.0	883425.0	0.07463333930676631	0.035501892736129206
050417_T20EFF_M2_03_108	Glutamate	3	96239.0	96239.0	0.005634344960130124	0.035501892736129206
050417_T20EFF_M2_03_108	Glutamate	4	25853.0	25853.0	0.0020622286963559717	0.035501892736129206
050417_T20EFF_M2_03_108	Glutamate	5	29742.0	0.0	0.0	0.035501892736129206
050417_T20EFF_M2_03_108	Glutamine	0	771676.0	771676.0	0.9852236273812592	0.005910549047496297
050417_T20EFF_M2_03_108	Glutamine	1	30122.0	30122.0	0.0	0.005910549047496297
050417_T20EFF_M2_03_108	Glutamine	2	12807.0	12807.0	0.014776372618740742	0.005910549047496297
050417_T20EFF_M2_03_108	Glutamine	3	0.0	0.0	0.0	0.005910549047496297
050417_T20EFF_M2_03_108	Glutamine	4	0.0	0.0	0.0	0.005910549047496297
050417_T20EFF_M2_03_108	Glutamine	5	0.0	0.0	0.0	0.005910549047496297
050417_T20EFF_M2_03_108	Glycine	0	4486339.0	4486339.0	1.0	0.0
050417_T20EFF_M2_03_108	Glycine	1	54828.0	54828.0	0.0	0.0
050417_T20EFF_M2_03_108	Glycine	2	5297.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Histidine	0	2642339.0	2642339.0	1.0	0.0
050417_T20EFF_M2_03_108	Histidine	1	143567.0	143567.0	0.0	0.0
050417_T20EFF_M2_03_108	Histidine	2	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Histidine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Histidine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Histidine	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Histidine	6	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Isoleucine	0	9607546.0	9607546.0	1.0	0.0
050417_T20EFF_M2_03_108	Isoleucine	1	595734.0	595734.0	0.0	0.0
050417_T20EFF_M2_03_108	Isoleucine	2	8586.0	8586.0	0.0	0.0
050417_T20EFF_M2_03_108	Isoleucine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Isoleucine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Isoleucine	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Isoleucine	6	25660.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Leucine	0	10381177.0	10381177.0	1.0	0.0
050417_T20EFF_M2_03_108	Leucine	1	649388.0	649388.0	0.0	0.0
050417_T20EFF_M2_03_108	Leucine	2	7362.0	7362.0	0.0	0.0
050417_T20EFF_M2_03_108	Leucine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Leucine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Leucine	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Leucine	6	45132.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Lysine	0	4188221.0	4188221.0	1.0	0.0
050417_T20EFF_M2_03_108	Lysine	1	236272.0	236272.0	0.0	0.0
050417_T20EFF_M2_03_108	Lysine	2	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Lysine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Lysine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Lysine	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Lysine	6	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Methionine	0	2269267.0	2269267.0	1.0	0.0
050417_T20EFF_M2_03_108	Methionine	1	98425.0	98425.0	0.0	0.0
050417_T20EFF_M2_03_108	Methionine	2	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Methionine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Methionine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Methionine	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Phenylalanine	0	6333739.0	6333739.0	1.0	0.0
050417_T20EFF_M2_03_108	Phenylalanine	1	589156.0	589156.0	0.0	0.0
050417_T20EFF_M2_03_108	Phenylalanine	2	17498.0	17498.0	0.0	0.0
050417_T20EFF_M2_03_108	Phenylalanine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Phenylalanine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Phenylalanine	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Phenylalanine	6	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Phenylalanine	7	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Phenylalanine	8	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Phenylalanine	9	20394.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Proline	0	1806233.0	1806233.0	0.9925556981279325	0.0029777207488269784
050417_T20EFF_M2_03_108	Proline	1	75289.0	75289.0	0.0	0.0029777207488269784
050417_T20EFF_M2_03_108	Proline	2	16251.0	16251.0	0.007444301872067446	0.0029777207488269784
050417_T20EFF_M2_03_108	Proline	3	0.0	0.0	0.0	0.0029777207488269784
050417_T20EFF_M2_03_108	Proline	4	0.0	0.0	0.0	0.0029777207488269784
050417_T20EFF_M2_03_108	Proline	5	13787.0	0.0	0.0	0.0029777207488269784
050417_T20EFF_M2_03_108	Serine	0	7286990.0	7286990.0	1.0	0.0
050417_T20EFF_M2_03_108	Serine	1	167526.0	167526.0	0.0	0.0
050417_T20EFF_M2_03_108	Serine	2	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Serine	3	31567.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Threonine	0	13650149.0	13650149.0	1.0	0.0
050417_T20EFF_M2_03_108	Threonine	1	533266.0	533266.0	0.0	0.0
050417_T20EFF_M2_03_108	Threonine	2	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Threonine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Threonine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tryptophan	0	1844735.0	1844735.0	1.0	0.0
050417_T20EFF_M2_03_108	Tryptophan	1	201387.0	201387.0	0.0	0.0
050417_T20EFF_M2_03_108	Tryptophan	2	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tryptophan	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tryptophan	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tryptophan	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tryptophan	6	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tryptophan	7	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tryptophan	8	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tryptophan	9	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tryptophan	10	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tryptophan	11	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tyrosine	0	4175525.0	4175525.0	1.0	0.0
050417_T20EFF_M2_03_108	Tyrosine	1	214143.0	214143.0	0.0	0.0
050417_T20EFF_M2_03_108	Tyrosine	2	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tyrosine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tyrosine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tyrosine	5	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tyrosine	6	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tyrosine	7	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tyrosine	8	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Tyrosine	9	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Valine	0	3788905.0	3788905.0	1.0	0.0
050417_T20EFF_M2_03_108	Valine	1	196702.0	196702.0	0.0	0.0
050417_T20EFF_M2_03_108	Valine	2	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Valine	3	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Valine	4	0.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	Valine	5	15206.0	0.0	0.0	0.0
050417_T20EFF_M2_03_108	pyroglutamate	0	1852854.0		1.0	0.0
050417_T22-EFF_M4_01_109	Alanine	0	2758475.0	2758475.0	0.9582200464705057	0.041779953529494256
050417_T22-EFF_M4_01_109	Alanine	1	52382.0	52382.0	0.0	0.041779953529494256
050417_T22-EFF_M4_01_109	Alanine	2	0.0	0.0	0.0	0.041779953529494256
050417_T22-EFF_M4_01_109	Alanine	3	255842.0	120643.95000000001	0.041779953529494256	0.041779953529494256
050417_T22-EFF_M4_01_109	Arginine	0	4239051.0	4239051.0	1.0	0.0
050417_T22-EFF_M4_01_109	Arginine	1	236660.0	236660.0	0.0	0.0
050417_T22-EFF_M4_01_109	Arginine	2	0.0	0.0	0.0	0.0
050417_T22-EFF_M4_01_109	Arginine	3	0.0	0.0	0.0	0.0
050417_T22-EFF_M4_01_109	Arginine	4	0.0	0.0	0.0	0.0
050417_T22-EFF_M4_01_109	Arginine	5	0.0	0.0	0.0	0.0
050417_T22-EFF_M4_01_109	Arginine	6	0.0	0.0	0.0	0.0
050417_T22-EFF_M4_01_109	Asparagine	0	28605.0	28605.0	1.0	0.0
050417_T22-EFF_M4_01_109	Asparagine	1	0.0	0.0	0.0	0.0
050417_T22-EFF_M4_01_109	Asparagine	2	0.0	0.0	0.0	0.0
050417_T22-EFF_M4_01_109	Asparagine	3	0.0	0.0	0.0	0.0
050417_T22-EFF_M4_01_109	Asparagine	4	0.0	0.0	0.0	0.0
050417_T22-EFF_M4_01_109	Aspartate	0	2814825.0	2814825.0	0.8801029412550547	0.06829135932956924
050417_T22-EFF_M4_01_109	Aspartate	1	178409.0	178409.0	0.015209795600954883	0.06829135932956924
050417_T22-EFF_M4_01_109	Aspartate	2	188284.0	188284.0	0.05610614771464929	0.06829135932956924
050417_T22-EFF_M4_01_109	Aspartate	3	160006.0	160006.0	0.048581115429341175	0.06829135932956924
050417_T22-EFF_M4_01_109	Aspartate	4	17064.0	0.0	0.0	0.06829135932956924
050417_T22-EFF_M4_01_109	GSH	0	1554045.0	1554045.0	0.9516210826866622	0.010205877253913318
050417_T22-EFF_M4_01_109	GSH	1	161943.0	161943.0	0.0	0.010205877253913318
050417_T22-EFF_M4_01_109	GSH	2	102764.0	102764.0	0.04307797940088004	0.010205877253913318
050417_T22-EFF_M4_01_109	GSH	3	19199.0	19199.0	0.0053009379124577	0.010205877253913318
050417_T22-EFF_M4_01_109	GSH	4	0.0	0.0	0.0	0.010205877253913318
050417_T22-EFF_M4_01_109	GSH	5	0.0	0.0	0.0	0.010205877253913318
050417_T22-EFF_M4_01_109	GSH	6	0.0	0.0	0.0	0.010205877253913318
050417_T22-EFF_M4_01_109	GSH	7	0.0	0.0	0.0	0.010205877253913318
050417_T22-EFF_M4_01_109	GSH	8	0.0	0.0	0.0	0.010205877253913318
050417_T22-EFF_M4_01_109	GSH	9	0.0	0.0	0.0	0.010205877253913318
050417_T22-EFF_M4_01_109	GSH	10	0.0	0.0	0.0	0.010205877253913318
050417_T22-EFF_M4_01_109	GSSG	0	7078057.0	7078057.0	0.9626869872487734	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	1	1754739.0	1754739.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	2	1205770.0	1205770.0	0.02210511850405656	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	3	333985.0	333985.0	0.009194136843833262	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	4	121797.0	121797.0	0.005185124818687973	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	5	36132.0	36132.0	0.0008286325846488421	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	6	6338.0	6338.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	7	0.0	0.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	8	0.0	0.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	9	0.0	0.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	10	0.0	0.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	11	0.0	0.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	12	0.0	0.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	13	0.0	0.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	14	0.0	0.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	15	0.0	0.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	16	0.0	0.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	17	0.0	0.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	18	0.0	0.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	19	0.0	0.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	GSSG	20	0.0	0.0	0.0	0.00483381548688045
050417_T22-EFF_M4_01_109	Glutamate	0	13463112.0	13463112.0	0.8011045463611711	0.0788178129173034
050417_T22-EFF_M4_01_109	Glutamate	1	1354326.0	1354326.0	0.03314398887441217	0.0788178129173034
050417_T22-EFF_M4_01_109	Glutamate	2	2455988.0	2455988.0	0.14291704055234572	0.0788178129173034
050417_T22-EFF_M4_01_109	Glutamate	3	360419.0	360419.0	0.016226702240870486	0.0788178129173034
050417_T22-EFF_M4_01_109	Glutamate	4	118708.0	118708.0	0.00660772197120048	0.0788178129173034
050417_T22-EFF_M4_01_109	Glutamate	5	50581.0	0.0	0.0	0.0788178129173034
050417_T22-EFF_M4_01_109	Glutamine	0	969445.0	969445.0	0.9293511629291221	0.02886193734401981
050417_T22-EFF_M4_01_109	Glutamine	1	57607.0	57607.0	0.002639866792812203	0.02886193734401981
050417_T22-EFF_M4_01_109	Glutamine	2	66677.0	66677.0	0.06235709090691034	0.02886193734401981
